,reviews,scores,compound,comp_score
5777," I’m a say the display screen is smaller than i expected although it is a great smartband from FASTRACK totally worth the priceSensors are fantastic almost accuratei did very like the charging system which is magnetic ..Thank you .., ","{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.9133}",0.9133,pos
5778, My daughter  like it ,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,pos
5779, Fastrack nailed this time. I have been using Fastrack reflex since its launch and this one is the best. Bandfaces give you a great change. Really good monitoring. Touch screen is responsive and this is way better than mi band because mi band is just boring. I would suggest evryone to buy this band. ,"{'neg': 0.036, 'neu': 0.701, 'pos': 0.263, 'compound': 0.9392}",0.9392,pos
5780," The first device I received wasn't charging well, and the second one doesn't respond very well. First one didn't have any seal, second one had a sellotape seal, doesn't look authentic.Not sure of the quality. The device looks good, otherwise it is quite crappy -1. There's lag in the device, doesn't respond to raising hand to look at all the time.2. Step count is completely wrong, doesn't report the steps properly, even mobile pedometer apps are more accurate than this device ","{'neg': 0.165, 'neu': 0.769, 'pos': 0.066, 'compound': -0.8007}",-0.8007,neg
5781," Not able to attend calls, no notification of display of calls, messages and mails, simply waste of money. ","{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.6124}",-0.6124,neg
5782, Screen size is unfair and while using uncomfortable ,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.6908}",-0.6908,neg
5783," Il start with things I didn’t like:-They don’t provide spare straps-Would’ve been better if the battery life was longer than it is as I love going for long outingsNow the things I love about this watch:- has many modes, all of them are accurate and very helpfull.- The graphical representation of your activity readings lets you see the bigger picture of your workout routine on the app- The strap is skin friendly and doesn’t feel uncomfortable during workout, unlike most watches out there!!- Amazing color options, I was confused because I liked multiple onesMy verdict:Overall I would say it's a great buy especially at its price ","{'neg': 0.041, 'neu': 0.746, 'pos': 0.214, 'compound': 0.9715}",0.9715,pos
5784," Outstanding bandI’m in love with this smartband. The 10+ sports modes are all fun and accurately track all activities including running, hiking, Yoga and a lot more. This smartband really does spoil you for choice. The Best part for me though is the overall styling aspect of it. It looks great on my wrist with double colors. The app is also super easy to use and motivating in my fitness with daily tasks, etcSome drawbacks:-Would have been better if it had a bigger touch screen-No SPo2 feature-Would have been better if it was AMOLED displayOverall, this is a good watch especially for this price range and the features it offers. ","{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.991}",0.991,pos
5785, Paisa bekar ho gaya mera ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5786, Very nice product 👍👍 ,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,pos
5787," I am a Yoga instructor and I teach students back to back for almost 6-7 hours a day. I always prefer smart bands which are easy and comfortable to wear and reflex 3.0 is a great one. The strap of this band is so sleek and light that for a few minutes I forget that I am wearing something. As much as I have explored this smart band, there are around 10+ sports modes, but the most which I use is Yoga mode. I am the type of person who wants to observe every activity of mine that how much I burned my calories, what is my heart rate and so on... and this watch never fails to show it accurately. ","{'neg': 0.013, 'neu': 0.872, 'pos': 0.115, 'compound': 0.872}",0.872,pos
5788, One month and not switching on! No service info on website ,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.2914}",0.2914,pos
5789, Best Quality Watch ,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,pos
5790," I should have checked whether the product is returnable or not. It isn't. It took me a good 23 attempts just to pair it with the smartphone. And I have already walked more than 1 kilometres and I did that in 71 steps, according to the band. So now I am stuck with this monstrosity of a ""fitness band"" which is itself pretty unfit to be called one.PROS: Looks good.CONS:1. Pretty pathetic step counter. Doesn't count when I walk and shows I am walking when I am lying on bed.2. Touch screen. It has a mind of its own. Repeatedly touch it and swipe it in one direction only for the screen to go in the exact opposite direction or any of the settings geting activated.3. Bluetooth- Well notifications barely reach it from the mobile since it's pairing doesn't last too long, that is if it gets paired in the first place.4. THE BIGGEST REASON OF NOT TAKING THIS BAND IS THE MANUFACTURER KNOWS ITS A WORTHLESS ONE AND HENCE YOU CANNOT RETURN THE PRODUCT ONLY REPLACE IT WITH ANOTHER MONSTROSITY OF THE SAME TYPE.Please stay away. Go for Honor 6. Yes I had to purchase another band, Honor 6 which is turning out to be an awesome band in every aspect. ","{'neg': 0.063, 'neu': 0.818, 'pos': 0.119, 'compound': 0.9102}",0.9102,pos
5791," The heart rate and BP is not synchronized in the app, connectivity is very poor. The battery life is sure good, but manual information is not there. Very difficult to set the parameters. No track of the footsteps as well.Overall not good experience and feeling unworthy. ","{'neg': 0.152, 'neu': 0.642, 'pos': 0.206, 'compound': 0.2945}",0.2945,pos
5792, Battery life is not good ,"{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.3412}",-0.3412,neg
5793," Nothing is accurate. For camera, you have to turn on fastrack refelx 3.0 app then clock on camera. Then also you do not get any picture or video adustment option. For 'find my phone' you have to open fastrack reflex 3.0 app. If I open the app on my phone, then why do I need to 'find my phone'? 🤬Then again the sleep monitor is the worst, most of the time showing 'no data available', both on watch & reflex app. Rest is fine. These 3 features I have not liked at all. Battery is good. I have one question though, if the band gets loose after say 3-4 months use, is it possible to replace it with new, like not watch, just the band. ","{'neg': 0.084, 'neu': 0.861, 'pos': 0.055, 'compound': -0.5764}",-0.5764,neg
5794," -Accurate readings-The sports modes cover all essential activities-Amazingly stylish: usually all bands look typical and dull in same colors. This one has fresh color combinations-Most impressive thing for me was the battery life. Nothing in the market, especially in this price range delivers as much as this. For someone like me who is into outdoor activities, a battery life like this is really essential-A lot of people told me about the small screen size, which I don’t agree with, that it is an issue. A bigger screen size may be an inconvenience for outdoor activities like climbing, and given that this smartband is especially designed for fitness enthusiasts, it is perfect! ","{'neg': 0.041, 'neu': 0.766, 'pos': 0.192, 'compound': 0.9528}",0.9528,pos
5795,"                         The media could not be loaded.                      UPDATE: Customer support team asked to submit the band to their service centre, event after 3 weeks no update. Escalated to the corporate office and got a replacement band from the store.PROBLEM: Amazon is selling old stock (Jan 2021) and their app is flashing a wrong firmware version, hence the device is getting bricked (making it not usable).SOLUTION: Immediately pair your band with the App and do the firmware upgrade. If something goes wrong, return it.Previous Review:Paired with the app and did a firmware update, update completed successfully but the phone is stuck at update screen. Waited for the battery to drain, then put on charge, still the watch showing update screen, nothing else.Unfortunately I did the update on the 11th day, and the return window is now closed.Reached out to customer care, waiting for their response. ","{'neg': 0.055, 'neu': 0.88, 'pos': 0.065, 'compound': 0.34}",0.34,pos
5796, I bought it for my daughter as birthday gift. She loved it & enjoying tracking etc. Initial setup etc. can’t be done without mobile app. It is good for beginners. ,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.9201}",0.9201,pos
5797, Good product. ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
5798, Battery life is too short please fix it. Accuracy is not good but not bad it's batter than any other smart watches. ,"{'neg': 0.059, 'neu': 0.628, 'pos': 0.313, 'compound': 0.8059}",0.8059,pos
5799, Nice Battery Life ,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
5800, Battery profmens very bad ,"{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.5849}",-0.5849,neg
5801," Used this on my trek recently, my views on this watch are:Pros-Accurate readings!-The sports modes cover all essential activities. I used the trekking mode throughout-Amazingly stylish: usually all bands look typical and dull in same colors. This one has fresh color combinations-The reflex world app is interesting and user friendly-Good battery life comparitively to other bandsCons-A bigger touch screen and maybe AMOLED would be better-No spare strap provided Overall I found this watch extremely useful. It is designed for fitness and outdoor enthusiasts like me and I’m surely going to be using this for my future adventures! ","{'neg': 0.025, 'neu': 0.783, 'pos': 0.192, 'compound': 0.9467}",0.9467,pos
5802, Easy to handle . Not too expensive according to its features so many back ground and can add even more from the app ,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,pos
5803, giod watch with good battery life. ,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
5804, Easy to use ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
5806, Multi sport function not working ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5807, Not comfortable with operation ,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4023}",-0.4023,neg
5808, I don't like the color ,"{'neg': 0.413, 'neu': 0.587, 'pos': 0.0, 'compound': -0.2755}",-0.2755,neg
5809, I like the watch display ,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,pos
5810, Waste of money ,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",-0.4215,neg
5811, Can't get notifications on regular basis.not satisfied with the product. Disgusting app ,"{'neg': 0.21, 'neu': 0.617, 'pos': 0.173, 'compound': -0.1531}",-0.1531,neg
5812, The product doesn't work at all properly. I need a refund and not replacement ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5813," I have used quite a few smartbands and honestly I've always been disappointed.most of them in the market aren't worth the money and I was desperately looking for a good one as I'm into fitnessThis one was pleasantly surprising for the following reasons:- almost 12 sport modes and they include outdoor and indoor activities- accurate readings on the tracker- the over design and colors ...super stylish and great colors- the reflex world app is an interesting thing itself , really helps in all workout routines and to maintain a systematic lifestyle- great battery life for me lasted upto a weekCan confidently recommend this watch ","{'neg': 0.036, 'neu': 0.71, 'pos': 0.255, 'compound': 0.9782}",0.9782,pos
5814, reliable product ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5815, It's an amazing fitness brand.But the problem is its belt it is very thin.Other than that it's mind blowing ,"{'neg': 0.11, 'neu': 0.65, 'pos': 0.24, 'compound': 0.4939}",0.4939,pos
5816, Really happy with product quality ,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6115}",0.6115,pos
5817, Clean design and affordable price is the usp of this product. Good for young kids. ,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}",0.6808,pos
5818, I really like this watch its helping me a lot ,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.6115}",0.6115,pos
5819, good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
5820, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
5821," Battery description is not accurate, in one charge you can go for 2-3 days only.Overall I like the product. ","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,pos
5822, Connecting error again and again awesome products ,"{'neg': 0.229, 'neu': 0.424, 'pos': 0.347, 'compound': 0.34}",0.34,pos
5823," I had been using the 2.0 and totally loved it.- I think this is a really good product especially for its price range.- The looks are an absolute add on to the 10+ sports modes it has, and let me tell you all these sports modes work amazingly for all kinds of activities.- The reflex app world and the z point system are also wonderful.The only flaws in this one--Does not have SPO2 feature and Would’ve been great if the touch screen would have been bigger Must say the reflex series is a great collection though, I’m a fan! ","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.9594}",0.9594,pos
5824, Good one ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
5825, Writing review after one month use.working very well.battery life average.strap qutility medium.need more watch face download. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5826, Dislaek ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5827, I play football daily and I had been using a smart band earlier that had similar features. The heart rate monitor would drain all the battery down and eventually I wouldn’t be able to use the watch even for an entire day! Had to research a lot for a smart band in my budget and my decision to buy this seems to be a great one! Have been using almost all the sports modes and they are accurate without giving any battery issues or anything!! The strap is also very sweat friendly and overall this is a great watch for intense exercise routines and games. Satisfied with this purchase ,"{'neg': 0.017, 'neu': 0.775, 'pos': 0.208, 'compound': 0.9709}",0.9709,pos
5828," UI is not good, steps count is not accurate...Very very dissatisfied with it ","{'neg': 0.152, 'neu': 0.696, 'pos': 0.152, 'compound': -0.0013}",-0.0013,neg
5829, All things are very good.but I think if the screen will be big then it's awesome ,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.6249,pos
5830, Good product but price should ne less ,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.2382}",0.2382,pos
5831," Nice product at a very pocket friendly price, helps me track almost all my activities. Fit style and the slick colour is a nice delicate touch just the way I like. ","{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.9421}",0.9421,pos
5832," Don't buy this band , the product design is very bad, it is not simple to wear.The response time is very very slow.Updates take hell lot of time.Low-quality color displayLooks too heavy and big on the wrist.Note: If you buy this watch and if want to replace it with another band from a different brand, you cannot return it, you will get a new fast track band if there is any damage or issues. ","{'neg': 0.148, 'neu': 0.836, 'pos': 0.016, 'compound': -0.911}",-0.911,neg
5833, It is a nice watch but sometimes it's been hang but for fitness you must buy it ,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.5499}",0.5499,pos
5834, Was expecting it to have GPS. That was a disappointment. Also doesn’t have option to sync with Strava ,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
5835, The watch is good but belt Fitment quality is poor and it opens very often because of that you need to check regularly if watch is there or not .And now after using watch for almost one month my belt broken and I didn’t find a new belt on Amazon . It means I can’t use the watch now 😞 ,"{'neg': 0.131, 'neu': 0.806, 'pos': 0.063, 'compound': -0.743}",-0.743,neg
5836, Damage product ,"{'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
5837," Excellent Performance, I just love it ❤️ ","{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.836}",0.836,pos
5838," Had been in need of a smartwatch since long for my fitness routineIl start with the best part- the multiple sports modes. Are useful for all different kinds of activitiesThe readings of all the activity tracker, including the heart rate monitor are accurate! Does not have a SPO2 meter thoughThe reflex app has quite a lot of interesting things. The Z point system and the leader board is something I feel is going to be trendy in the near future, everyone is going to be on itThe Selfie control feature is functioning fine and comes in handy ","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.9225}",0.9225,pos
5839, Battery dies too fastIf it gets unpaired time goes wrongWrong steps countOverall 1 out of 10 ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5840, Its not accurate as said in product description that battery sustains for 10 days. Rather than that a good product to buy ,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404,pos
5841," I am a regular user of bands from different brands and I think this is a good smartband in the price range for the following reasons:-Looks good-water resistance is decent-great battery life. Lasted me more than a week-Super fun sports modes that cover all my workout routines and activities, I even tried some new ones-Accurate reading-The reflex app is really helpful and easy to use-Can be used for many activities-The z point system and the daily tasks really motivate to work harderI am loving this purchase ","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.9613}",0.9613,pos
5842, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
5843," This replaced item is even worse than the previous one. Now, not even the heart monitor is saving the reading (keeps going to a re-measuring stste) and steps are also not being properly recorded. Didn't waste much time on other functions ","{'neg': 0.071, 'neu': 0.875, 'pos': 0.054, 'compound': -0.1945}",-0.1945,neg
5844, Band is switch off and display were half black automatically..... Plz dont buy ,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0772}",0.0772,pos
5845," This smartband looks really stylish. The colour options look really good. After using it for a while thought maybe the touch scrn should have been bigger... But apart from this I thought this is one brilliant product. The sports modes come into play for almost all activities (Including Yoga and trekking!) And are really accurate as well. Coming to the Reflex world app, the daily tasks is fun and the ranking system would bring out the competitor in you. It’s a super cool watch and don’t think twice if you’re a fitness freak. Good product at a decent price point. You can go for it ","{'neg': 0.03, 'neu': 0.71, 'pos': 0.26, 'compound': 0.9836}",0.9836,pos
5847," My review of this smartbandGot this for my workout and fitness routine. My views-- It has so many modes, all of them are accurate and helpful- The graphical representation of your activity readings lets you see the bigger picture of the output of your workout routine- The strap is really body friendly and doesn’t feel uncomfortable during workout, unlike most watches- Amazing colors-They don’t provide spare straps-Does not have SPO2 feature- maybe screen can be buggerMy verdict- Among the best watches in its price range! ","{'neg': 0.026, 'neu': 0.787, 'pos': 0.187, 'compound': 0.9428}",0.9428,pos
5848, Touch is not working properly ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5849, Good under 2000 but only 90% accuracy in tracking activities and Bluetooth get discounted always in the app. Rest is ok ,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.6187}",0.6187,pos
5850, One thing i.e blood oxygen senser should be given ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5851, I dislike it's band as it's not lasting and broke fast other than watch is good lasting battery . Please update extra watch band ,"{'neg': 0.092, 'neu': 0.64, 'pos': 0.268, 'compound': 0.6036}",0.6036,pos
5852," Got this smartwatch as a gift and now I’m totally addicted! The various sports modes are helpful for all activities be it running, hiking …even yoga. It is reading accurately and helps me be aware of my routine, and gives me good reality checks. I plan and push myself accordingly.The stylish looks are like cherry on top and ive been wearing this all day all night- for the heart rate monitor, the activities and sleep trackers. WISH THEY PROVIDED EXTRA STRAPs as I like all colors. It it without a doubt the best band in its price range! Happy with this one ","{'neg': 0.028, 'neu': 0.736, 'pos': 0.235, 'compound': 0.97}",0.97,pos
5853, The smartwatch works very well but the strap is not up to the standard. But it is good for the value. ,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.8247}",0.8247,pos
5854, I want to cancel my order need refund ,"{'neg': 0.241, 'neu': 0.602, 'pos': 0.157, 'compound': -0.1779}",-0.1779,neg
5856," Today was my first day of this watch. I am attaching the screenshot of my activity. I ran for around 28 minutes. This watch reflects calories burn 200 and steps covered 4256 (i assume this would be correct), however against this data the watch reflects that the distance covered is 389 metres which is utterly incorrect data. It has to be approximately 3.5 to 4 Kms as i ran on my routine track. Also i faced touch screen issue in this watch. During exploring various options of this watch, i faced issues of selecting wrong options most of the time whilst selection. Everytime i have to press 'Return' button and then again start exploring the options which is quite annoying. This is completely genuine review about the watch which i received today. To support my review i have attached screenshot of my activity too. The more disappointment i faced is that there is no Return policy for this watch, only Replacement policy exists. I am afraid if replaced watch again shows the same defect then customers don't have any option but to wear and flaunt this faulty watch. ","{'neg': 0.071, 'neu': 0.919, 'pos': 0.01, 'compound': -0.8493}",-0.8493,neg
5857, Got corrosion in magnets point and having trouble to charge. ,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
5859, I am not satisfied with this product. But Ok for College and Highschool level Persons. Battery life for 7 days only .. ,"{'neg': 0.074, 'neu': 0.801, 'pos': 0.125, 'compound': 0.281}",0.281,pos
5861," Its just normal smartband nothing special  they promise 7 day battery, but it never works more than 2 days. For me ok when o was on the job to see the time and step count. Heart rate and all i can't believe on this. In this price you can go for better one. ","{'neg': 0.057, 'neu': 0.822, 'pos': 0.121, 'compound': 0.6747}",0.6747,pos
5862, Cool ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,pos
5863, The screen of the band is too small as compared to the images shown ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5864, It was a nice product by Amazon. I am very glad after buying this product..🥰🥰😍🤩 . It doesn't accurate everything but it accuracy was nearly correct. Battery life was need to improve... ,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.5262}",0.5262,pos
5865,                         The media could not be loaded.                      Color is vry light pink pic is ok but in reality color combination  is not matching ,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.1531}",0.1531,pos
5866, Nice gift for birthdays ,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,pos
5867, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
5868, It's touch is not smoothMusic not supported ,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.1808}",0.1808,pos
5869," I am a yoga enthusiast and have been looking for a smartband that helps me during my practise. Most of the bands out there are not ‘fitness friendly’, the strap material starts irritating the skin or the readings aren’t accurate…. Honestly this one looked too fancy to be better than the ones I had already used but to my surprise this has been the best! The multiple sports modes are amazing, the looks are good, the strap material is excellent, plus the app and the z point system is like a big cherry on top!! Brilliant ","{'neg': 0.017, 'neu': 0.639, 'pos': 0.345, 'compound': 0.9909}",0.9909,pos
5870, The watch quality is very nice ,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4754}",0.4754,pos
5871, overall band is good in given price range but below things Fastrack should work on :Its measures the heart rate of the floorIt does not detect your sleep in a day timeIt comes with limited number of watch faces ,"{'neg': 0.058, 'neu': 0.859, 'pos': 0.083, 'compound': 0.0129}",0.0129,pos
5873, Not worth the money ,"{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.1695}",-0.1695,neg
5874, My son uses this as regular watch and as counting steps.... It's pretty accurate and smart. Looks wise it's decent and colour display is added advantage ,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.875}",0.875,pos
5875, I feel it is an okay okay product ,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.4215}",0.4215,pos
5876," Sleep tracker is good, battery life is very less claimed to be 10 days but hardly works 3 days after.full charge. Heart rate spikes to 255bpm at times, touch screen is ok. ","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.5789}",0.5789,pos
5877, After one week the display was blanked...and moreover no showroom or repair center accepted for repair...Horrible item and disgusting service centre.... ,"{'neg': 0.218, 'neu': 0.7, 'pos': 0.082, 'compound': -0.5423}",-0.5423,neg
5878, I am indifferent either like or dislike. Brand name is key role behind product would  be cheaper as feature consider too. ,"{'neg': 0.184, 'neu': 0.711, 'pos': 0.105, 'compound': -0.2263}",-0.2263,neg
5879,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5881," Got this watch recently. My opinions-Positives- Really stylish.-Was amazed by its accuracy.-When I first got to know that this has more than 10 sports modes, I got really curious to see how many are useful for me.Was pleasantly surprised that these modes cater to almost all essential/popular exercises and the app really helps you, like a trainer, to get better by technique. - has a good battery lifeNegatives- NO SPARE STRAPS!-A bigger screen may have been betterA really nice and underrated watch ","{'neg': 0.03, 'neu': 0.675, 'pos': 0.295, 'compound': 0.9747}",0.9747,pos
5882, product is good..its useful for athletes and fat loss training persons.display very small..touch control..efficiency less...you spend extra 1000 or 2000 you get best smart watches. ,"{'neg': 0.069, 'neu': 0.634, 'pos': 0.296, 'compound': 0.8176}",0.8176,pos
5883, Lost the watch as it slipped out without knowledge. The locking arrangement of the band is substandard and need improvements. ,"{'neg': 0.102, 'neu': 0.796, 'pos': 0.102, 'compound': 0.0}",0.0,pos
5884, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
5885, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
5886, even not worthy for 500 bucks. ,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.3412}",-0.3412,neg
5887, Like ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,pos
5888," Pros--Amazingly stylish in dual color variants-Good battery life upto 10 days!-Can be used for a wiiiiide range of activities including outdoor and indoor ones-The pre assigned daily tasks on their app are damn effective and make me want to complete them. Also Z points and the ranking system in city and country are funCons--No spare straps provided and I want more colors-Does not have SPo2 feature which I wouldn’t say no to.Verdict- good buy for this pricepoint, totally satisfied ","{'neg': 0.058, 'neu': 0.801, 'pos': 0.141, 'compound': 0.7257}",0.7257,pos
5889, Help me please...Band is stop no display n reading ,"{'neg': 0.364, 'neu': 0.413, 'pos': 0.223, 'compound': -0.1779}",-0.1779,neg
5890, There is no return /exchange policy for this product ,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
5891,                         The media could not be loaded.                      Good iteam ,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.3412}",-0.3412,neg
5892," My first impression, even when I was buying this was that all the colour options seem so good! It was difficult to choose one. Once I started using it I wished the screen was bigger, but apart from this I totally fell in love with the various (and many!) sports modes. All of the modes are brilliantly designed to cater to different kinds of activities and the trackers are all accurate. The heart rate monitor etc also work accurately and the watch really feels good on the hand ","{'neg': 0.017, 'neu': 0.739, 'pos': 0.245, 'compound': 0.9794}",0.9794,pos
5893," I loved that they have concealed the wake-up button with the band. I loved the screen too. It's a bit steep when it comes to cost to value ratio, but not by much. I bought it at the ongoing 25% discount. Not bad for that price.The sync is great, the alarms are good. The instructions could be a bit better. I had to figure a lot of the stuff out by myself. But still, pretty cool. ","{'neg': 0.029, 'neu': 0.637, 'pos': 0.334, 'compound': 0.9823}",0.9823,pos
5894, All false claims as it just did not last more than 9 months. Even though very less used in water conditions. The battery gets discharged very soon and charging point gets rusted. Biggest drawback is the  charging which is magnetic based and requires a great effort to adjust and hold to the charger. Best avoided. Very costly for the price range available in market. ,"{'neg': 0.058, 'neu': 0.824, 'pos': 0.118, 'compound': 0.7357}",0.7357,pos
5895," The activity trackers giving many details including the pace, heart rate, duration, calories burned are really helpful. It has a spindle system on the app which lets you see all activities of your day in one glance which is pretty cool. The sleep tracker can also track naps!! I have been exercising since so long but after knowing such details (that too this accurately!) I have shaped my exercising methods accordingly and have set fitness goals specifically. The reflex world app also is helping a lot in this with daily tasks…..great product! ","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.9025}",0.9025,pos
5896, Battery life is good than the mobile app. ,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
5897," Honestly I bought this only because I wanted a heart rate monitor, sleep tracker and the fact that it looked cool. But this has so many things. The sports modes are really amazing and are helpful for various activities including yoga, trekking and all. I ended up borrowing my friend’s cycle to use the outdoor cycling mode and now I might but my own one. The readings are accurate and the app is easy to use. If this had a SPO2 feature this would have been perfect but I am satisfied with the buy ","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.979}",0.979,pos
5898, It is very good look and when I wear better than it looks very good and it is very comfortable also when and when I wear it it is very good it is very good product it is used to show time very well when I connected to phone it so good time review ,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.9746}",0.9746,pos
5899, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
5900, It didn’t work after tried to connect with this app.. so returned it and the amount transferred on the same day of return. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
